new_la_code,time_period,version,gender,breakdown,ethnicity_major,free_school_meals,sen_status,sen_description,disadvantage,first_language,variable,value
E06000059,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.2
E06000060,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,57.2
E06000061,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.1
E06000062,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.1
E06000063,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,46.8
E06000064,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.5
E06000065,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.9
E06000066,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,46.4
E08000001,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.4
E08000002,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.8
E08000003,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.5
E08000004,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.0
E08000005,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,45.4
E08000006,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,46.3
E08000007,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,51.3
E08000008,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.5
E08000009,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,60.6
E08000010,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.0
E08000011,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,39.0
E08000012,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.6
E08000013,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.6
E08000014,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,45.8
E08000015,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,51.0
E08000016,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.1
E08000017,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.7
E08000018,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.4
E08000019,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.1
E08000021,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.4
E08000022,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.8
E08000023,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.2
E08000024,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.9
E08000025,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,51.7
E08000026,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.7
E08000027,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,46.6
E08000028,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,46.5
E08000029,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.3
E08000030,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.5
E08000031,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,51.0
E08000032,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,45.7
E08000033,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,51.7
E08000034,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.8
E08000035,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.7
E08000036,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.1
E08000037,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,52.7
E09000002,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.9
E09000003,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,60.9
E09000004,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,53.3
E09000005,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,53.8
E09000006,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,54.5
E09000007,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,55.1
E09000008,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.3
E09000009,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,55.2
E09000010,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.6
E09000011,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.7
E09000012,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,57.6
E09000013,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,60.5
E09000014,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,53.3
E09000015,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,55.1
E09000016,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.5
E09000017,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,52.4
E09000018,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,52.3
E09000019,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,53.3
E09000020,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,57.7
E09000021,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,61.3
E09000022,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.5
E09000023,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.1
E09000024,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,56.5
E09000025,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,54.7
E09000026,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,57.2
E09000027,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,59.1
E09000028,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,56.8
E09000029,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,63.4
E09000030,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,51.2
E09000031,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.8
E09000032,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,56.1
E09000033,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,58.1
E10000003,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,52.4
E10000007,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.9
E10000008,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.4
E10000011,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.8
E10000012,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.8
E10000013,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,53.3
E10000014,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.5
E10000015,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,54.0
E10000016,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,51.2
E10000017,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.1
E10000018,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.7
E10000019,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.1
E10000020,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.2
E10000024,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.2
E10000025,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,50.1
E10000028,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.5
E10000029,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,47.1
E10000030,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,53.7
E10000031,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,52.5
E10000032,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,49.4
E10000034,202223,Revised,Total,Disadvantage,Total,Total,Total,Total,Disadvantaged all other,Total,avg_att8,48.3
